record_id,true_label,top1_pred,AP,RR,nDCG,latency_ms,P@1,P@5,R@1,R@5,R@10
6,1161364,1161364,1.0,1.0,1.0,20.184499968308955,1.0,0.2,0.008130081300813009,0.008130081300813009,0.008130081300813009
7,1161364,1161364,1.0,1.0,1.0,16.695422993507236,1.0,0.2,0.008130081300813009,0.008130081300813009,0.008130081300813009
16,1176823,22956,0.0,0.0,0.0,18.655306950677186,0.0,0.0,0.0,0.0,0.0
22,1176823,masgna1,0.0,0.0,0.0,17.035403987392783,0.0,0.0,0.0,0.0,0.0
24,1595929,65380,0.5,0.5,0.6309297535714575,18.77973199589178,0.0,0.2,0.0,0.025,0.025
30,209233,osprey,0.0,0.0,0.0,16.755535965785384,0.0,0.0,0.0,0.0,0.0
32,22930,22930,1.0,1.0,1.0,16.089576005470008,1.0,0.2,0.017857142857142856,0.017857142857142856,0.017857142857142856
44,22956,326272,0.3333333333333333,0.3333333333333333,0.5,19.699361000675708,0.0,0.2,0.0,0.0037174721189591076,0.0037174721189591076
45,22956,22956,1.0,1.0,1.0,16.357883985619992,1.0,0.2,0.0037174721189591076,0.0037174721189591076,0.0037174721189591076
47,22956,22956,1.0,1.0,1.0,18.542241014074534,1.0,0.2,0.0037174721189591076,0.0037174721189591076,0.0037174721189591076
62,22956,22973,0.125,0.125,0.31546487678572877,18.4471330139786,0.0,0.0,0.0,0.0,0.0037174721189591076
66,22956,22956,1.0,1.0,1.0,18.40478600934148,1.0,0.2,0.0037174721189591076,0.0037174721189591076,0.0037174721189591076
68,22956,22956,1.0,1.0,1.0,16.599302005488425,1.0,0.2,0.0037174721189591076,0.0037174721189591076,0.0037174721189591076
72,22961,24279,0.16666666666666666,0.16666666666666666,0.3562071871080222,16.506586980540305,0.0,0.0,0.0,0.0,0.017857142857142856
75,22967,24279,0.14285714285714285,0.14285714285714285,0.3333333333333333,16.635117994155735,0.0,0.0,0.0,0.0,0.023255813953488372
78,22967,22967,1.0,1.0,1.0,19.149271014612168,1.0,0.2,0.023255813953488372,0.023255813953488372,0.023255813953488372
83,22973,22973,1.0,1.0,1.0,18.988009018357843,1.0,0.2,0.00228310502283105,0.00228310502283105,0.00228310502283105
87,22973,22973,1.0,1.0,1.0,18.13842001138255,1.0,0.2,0.00228310502283105,0.00228310502283105,0.00228310502283105
89,22973,22973,1.0,1.0,1.0,18.658282002434134,1.0,0.2,0.00228310502283105,0.00228310502283105,0.00228310502283105
94,22973,22973,1.0,1.0,1.0,19.26534197991714,1.0,0.2,0.00228310502283105,0.00228310502283105,0.00228310502283105
